status,ami_serial,meter_key_normalized,matched_meter_docs,modified_meter_docs,candidate_existing_meter_serials,old_names,new_name,old_multipliers,new_multiplier,csv_multiplier,expected_multiplier_from_ct,suspicious_multiplier,region,device_no,readings_matched_or_modified
MATCHED_UPDATE,MSY300267319,MSY300267319,1,1,MSY300267319,YÜRÜYEN MERDİVEN1 167,AVM YÜRÜYEN MERDİVEN1 167,1,1,1,1,False,B2-B2 A1 ELEKTRİK ODASI ATÖLYE KARŞISI,MA-RF-3486-6DF2,298
MATCHED_UPDATE,MSY300267013,MSY300267013,1,1,MSY300267013,YÜRÜYEN MERDİVEN2 168,AVM YÜRÜYEN MERDİVEN2 168,1,1,1,1,False,B2-B2 A1 ELEKTRİK ODASI ATÖLYE KARŞISI,MA-RF-3486-6DF2,282
MATCHED_UPDATE,MSY300267330,MSY300267330,1,1,MSY300267330,PENTİ,PENTİ  20-21,1,1,1,1,False,B2-B2 A1 ELEKTRİK ODASI ATÖLYE KARŞISI,MA-RF-3486-6DF2,285
MATCHED_UPDATE,MSY300267321,MSY300267321,1,1,MSY300267321,GALERİ OPTİK,GALERİ OPTİK 22,1,1,1,1,False,B2-B2 A1 ELEKTRİK ODASI ATÖLYE KARŞISI,MA-RF-3486-6DF2,265
MATCHED_UPDATE,MSY300267010,MSY300267010,1,1,MSY300267010,KÖFTECİ YUSUF KÖMÜR DEPO,E-BEBEK ARKASI AVM YÖENİTM DEPO      (AVM ORTAK ALAN),1,1,1,1,False,B2-B2 A1 ELEKTRİK ODASI ATÖLYE KARŞISI,MA-RF-3486-6DF2,76
MATCHED_UPDATE,MSY300266997,MSY300266997,1,1,MSY300266997,"PERSONEL DİNLENME ALANI ODASI B-2 ELEK,OD",PERSONEL DİNLENME ALANI ODASI B-2,1,1,1,1,False,B2-B2 A1 ELEKTRİK ODASI ATÖLYE KARŞISI,MA-RF-3486-6DF2,266
MATCHED_UPDATE,MSY100371627,MSY100371627,1,1,MSY100371627,YAPI KREDİ ATM,YAPI KREDİ ATM,1,1,1,1,False,B2-B2 A1 ELEKTRİK ODASI ATÖLYE KARŞISI,MA-RF-3486-6DF2,330
MATCHED_UPDATE,MSY100371728,MSY100371728,1,1,MSY100371728,GARANTİ ATM,GARANTİ ATM,1,1,1,1,False,B2-B2 A1 ELEKTRİK ODASI ATÖLYE KARŞISI,MA-RF-3486-6DF2,351
MATCHED_UPDATE,MSY100371354,MSY100371354,1,1,MSY100371354,İŞBANKASI ATM,İŞBANKASI ATM,1,1,1,1,False,B2-B2 A1 ELEKTRİK ODASI ATÖLYE KARŞISI,MA-RF-3486-6DF2,347
MATCHED_UPDATE,MSY100371459,MSY100371459,1,1,MSY100371459,AKBANK ATM,AKBANK ATM,1,1,1,1,False,B2-B2 A1 ELEKTRİK ODASI ATÖLYE KARŞISI,MA-RF-3486-6DF2,365
MATCHED_UPDATE,MSY100371470,MSY100371470,1,1,MSY100371470,ZİRAAT BANKASI ATM,ZİRAAT BANKASI ATM,1,1,1,1,False,B2-B2 A1 ELEKTRİK ODASI ATÖLYE KARŞISI,MA-RF-3486-6DF2,335
MATCHED_UPDATE,AEL810044631,AEL810044631,1,1,AEL810044631,Trafo 4,"ANA TRAFO PANASU (TR6)2 Jeneratör sıstıcı, gövde ve oda fanlar, redrisör, oda aydınlatma",20,20,20,20,False,B2-Trafo 1,MA-RF-3486-7003,0
MATCHED_UPDATE,MSY300265471,MSY300265471,1,1,MSY300265471,A1 YANGIN PANOSU,A1 YANGIN PANOSU,320,320,320,320,False,B2-B2 YAKIT TANKI ELEKTRİK ODASI YANI A6,MA-RF-3486-7003,147
MATCHED_UPDATE,MSY300267179,MSY300267179,1,1,MSY300267179,,TÜRKTELEKOM YENİ SAYAÇ 17.12.2025,1,1,1,1,False,B4-A2 ELEKTRİK ODASI B4 KAZAN DAİRESİ KARŞISI,MA-RF-3486-7016,233
MATCHED_UPDATE,MSY300265974,MSY300265974,1,1,MSY300265974,KÖFTECİ YUSUF1,KÖFTECİ YUSUF1 109-110,30,30,30,30,False,B4-A2 ELEKTRİK ODASI B4 KAZAN DAİRESİ KARŞISI,MA-RF-3486-7016,250
MATCHED_UPDATE,AEL810026991,AEL810026991,1,1,AEL810026991,KÖFTECİ YUSUF2,KÖFTECİ YUSUF2 111-113,50,50,50,50,False,B4-A2 ELEKTRİK ODASI B4 KAZAN DAİRESİ KARŞISI,MA-RF-3486-7016,0
MATCHED_UPDATE,AEL810026769,AEL810026769,1,1,AEL810026769,KÖFTECİ YUSUF3,"DÖNER ""Y"" KÖFTECİ YUSUF 3 115",50,50,50,50,False,B4-A2 ELEKTRİK ODASI B4 KAZAN DAİRESİ KARŞISI,MA-RF-3486-7016,0
MATCHED_UPDATE,MSY300267001,MSY300267001,1,1,MSY300267001,KÖFTECİ YUSUF DEPO 4,KÖFTECİ YUSUF DEPO 4 -178-(B-2 BÜYÜK DEPO),1,1,1,1,False,B4-A2 ELEKTRİK ODASI B4 KAZAN DAİRESİ KARŞISI,MA-RF-3486-7016,239
MATCHED_UPDATE,MSY300266994,MSY300266994,1,1,MSY300266994,A-2 BLOK KAYAR LED DIŞ AYDINLATMA,A-2 BLOK KAYAR LED DIŞ AYDINLATMA,1,1,1,1,False,B4-A2 ELEKTRİK ODASI B4 KAZAN DAİRESİ KARŞISI,MA-RF-3486-7016,224
MATCHED_UPDATE,MSY300265566,MSY300265566,1,1,MSY300265566,BURGER KİNG 2,BURGER KİNG 2 -114,80,80,80,80,False,B4-A2 ELEKTRİK ODASI B4 KAZAN DAİRESİ KARŞISI,MA-RF-3486-7016,242
MATCHED_UPDATE,MSY300265964,MSY300265964,1,1,MSY300265964,KÖFTECİ YUSUF 5,KÖFTECİ YUSUF 5-112,80,80,80,80,False,B4-A2 ELEKTRİK ODASI B4 KAZAN DAİRESİ KARŞISI,MA-RF-3486-7016,257
MATCHED_UPDATE,MSY300265466,MSY300265466,1,1,MSY300265466,FUNDORA AİLE EĞLENCE MERKEZİ,FUNDORA AİLE EĞLENCE MERKEZİ 23,200,200,200,200,False,B4-A2 ELEKTRİK ODASI B4 KAZAN DAİRESİ KARŞISI,MA-RF-3486-7016,252
MATCHED_UPDATE,MSY300265757,MSY300265757,1,1,MSY300265757,AUTO CLUB (OTO YIKAMA),AUTO CLUB (OTO YIKAMA),15,15,15,15,False,B4-A2 ELEKTRİK ODASI B4 KAZAN DAİRESİ KARŞISI,MA-RF-3486-7016,249
MATCHED_UPDATE,MSY300264781,MSY300264781,1,1,MSY300264781,GARAJ FORM NO 11 (MOTORCULAR),GARAJ FORM B-3 D-11,15,15,15,15,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,125
INSERTED,02378736,2378736,0,1,,,GARAJ FORM B-3 D-12,,20,20,20,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,0
MATCHED_UPDATE,MSY300265755,MSY300265755,1,1,MSY300265755,GETİR  45,GETİR  45  13-14,15,15,15,15,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,114
INSERTED,02386493,2386493,0,1,,,STATEMENT DEPO 71  Z-K A-4,,15,15,25,True,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,0
INSERTED,02386341,2386341,0,1,,,NA TAMAAM DÜKKAN 72 Z-K A-4,,30,30,30,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,0
MATCHED_UPDATE,MSY300264782,MSY300264782,1,1,MSY300264782,AYUMİ DEPO,AYUMİ DEPO 73,30,30,30,30,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,111
INSERTED,02386259,2386259,0,1,,,NA TAMAAM DÜKKAN 74 Z-K A-4,,25,25,25,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,0
INSERTED,02386314,2386314,0,1,,,Z-75 A-4 BLOK,,15,15,15,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,0
MATCHED_UPDATE,02386397,2386397,1,1,2386397,A 46 B-1 KAT TİCARİ A-046  B-1 TİCARİ KAT (GULFSTAR),A 46 B-1 KAT TİCARİ A-046  B-1 TİCARİ KAT (GULFSTAR),15,15,15,15,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,0
MATCHED_UPDATE,02386241,2386241,1,1,2386241,A 47 B-1 KAT TİCARİ,A 47 B-1 KAT TİCARİ,15,15,15,15,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,0
MATCHED_UPDATE,MSY300267185,MSY300267185,1,1,MSY300267185,SÜPER ONLİNE  108,SÜPER ONLİNE  108,1,1,1,1,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,113
MATCHED_UPDATE,MSY300267183,MSY300267183,1,1,MSY300267183,VODEFONE 109,VODEFONE 109,1,1,1,1,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,106
MATCHED_UPDATE,MSY300264792,MSY300264792,1,1,MSY300264792,YENİ YÖNETİM OFİS,YENİ YÖNETİM OFİS,20,20,20,20,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-700B,122
MATCHED_UPDATE,02777073,2777073,1,1,2777073,DÜKKAN 39 ÜÇAY MÜHENDİSLİK,DÜKKAN 39 ÜÇAY MÜHENDİSLİK,1,1,1,1,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-7015,0
MATCHED_UPDATE,02777096,2777096,1,1,2777096,DÜKKAN 40 ÜÇAY MÜHENDİSLİK,DÜKKAN 40 ÜÇAY MÜHENDİSLİK,1,1,1,1,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-7015,0
MATCHED_UPDATE,02777086,2777086,1,1,2777086,DÜKKAN 41 ÜÇAY MÜHENDİSLİK,DÜKKAN 41 ÜÇAY MÜHENDİSLİK,1,1,1,1,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-7015,0
MATCHED_UPDATE,02777023,2777023,1,1,2777023,B-1 KAT TİCARİ DÜKKAN 42,B-1 KAT TİCARİ DÜKKAN 42,1,1,1,1,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-7015,0
MATCHED_UPDATE,02777124,2777124,1,1,2777124,B-1 KAT TİCARİ DÜKKAN 43,B-1 KAT TİCARİ DÜKKAN 43,1,1,1,1,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-7015,0
MATCHED_UPDATE,02777069,2777069,1,1,2777069,B-1 KAT TİCARİ DÜKKAN 44,B-1 KAT TİCARİ DÜKKAN 44,1,1,1,1,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-7015,0
MATCHED_UPDATE,02776956,2776956,1,1,2776956,B-1 KAT TİCARİ DÜKKAN 45,B-1 KAT TİCARİ DÜKKAN 45,1,1,1,1,False,B4-A4 ELEKTRİK ODASI B4 KAZAN DAİRESİ ARKA KAPI KARŞISI,MA-RF-3486-7015,0
MATCHED_UPDATE,MSY300265649,MSY300265649,1,1,MSY300265649,MICHIGAN KAFE,MICHIGAN KAFE 01,15,15,15,15,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,128
MATCHED_UPDATE,MSY300264785,MSY300264785,1,1,MSY300264785,DRY CLEAN ( KURU TEMİZLEME),DRY CLEAN ( KURU TEMİZLEME) 02,15,15,15,15,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,134
MATCHED_UPDATE,MSY300264777,MSY300264777,1,1,MSY300264777,NEZİH KİTAP EVİ,NEZİH KİTAP EVİ 37,15,15,15,15,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,134
MATCHED_UPDATE,MSY300267172,MSY300267172,1,1,MSY300267172,ECZANE,ECZANE 38,1,1,1,1,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,122
MATCHED_UPDATE,MSY300264780,MSY300264780,1,1,MSY300264780,NORMOD MOBİLYA,NORMOD MOBİLYA 73-74 A-6 BLOK,25,25,25,25,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,134
MATCHED_UPDATE,02778223,2778223,1,1,2778223,A-055 B-1 TİCARİ KAT  (BRAİN CENTER),B-1 KAT DÜKKAN 55,1,1,1,1,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,0
MATCHED_UPDATE,02778165,2778165,1,1,2778165,A-056 B-1 TİCARİ KAT (STUDİORKİDE),B-1 KAT DÜKKAN 56,1,1,1,1,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,0
INSERTED,05077584,5077584,0,1,,,B-1 KAT DÜKKAN 57,,1,1,1,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,0
MATCHED_UPDATE,MSY300267468,MSY300267468,1,1,MSY300267468,OKTAY TORLAK,SATRANÇ TURNUVASI ALANI 36,1,1,1,1,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,127
MATCHED_UPDATE,02778373,2778373,1,1,2778373,A-058 B-1 TİCARİ KAT  (KADİR BÜYÜKKAYA),B-1 KAT DÜKKAN 58,1,1,1,1,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,0
MATCHED_UPDATE,02778113,2778113,1,1,2778113,A-059 B-1 TİCARİ KAT  (PROBEX),B-1 KAT DÜKKAN 59,1,1,1,1,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,0
MATCHED_UPDATE,02777411,2777411,1,1,2777411,A-060 B-1 TİCARİ KAT  (içerde tadilat var),B-1 KAT DÜKKAN 60,1,1,1,1,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,0
MATCHED_UPDATE,02777285,2777285,1,1,2777285,A-061 B-1 TİCARİ KAT  AKLIMDAKİ EV (EMLAM),B-1 KATDÜKKAN 61,1,1,1,1,False,B4-A6 ELEKTRİK ODASI B4 (N02 KOLON DİBİ),MA-RF-3486-7026,0
MATCHED_UPDATE,02778370,2778370,1,1,2778370,A5-171 1 KAT TİCARİ OFİS (DEVATEK),A5-171 1 KAT TİCARİ OFİS (DEVATEK),1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02778227,2778227,1,1,2778227,A5-172 1 KAT TİCARİ OFİS (DEVATEK),A5-172 1 KAT TİCARİ OFİS (DEVATEK),1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02777783,2777783,1,1,2777783,A5-173 1 KAT TİCARİ OFİS,A5-173 1 KAT TİCARİ OFİS,1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02778286,2778286,1,1,2778286,A5-174 1 KAT TİCARİ OFİS,A5-174 1 KAT TİCARİ OFİS,1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02778242,2778242,1,1,2778242,A5-175 1 KAT TİCARİ OFİS,A5-175 1 KAT TİCARİ OFİS,1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02777506,2777506,1,1,2777506,A5-176 1 KAT TİCARİ OFİS,A5-176 1 KAT TİCARİ OFİS,1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02778266,2778266,1,1,2778266,A5-177 1 KAT TİCARİ OFİS,A5-177 1 KAT TİCARİ OFİS,1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02778269,2778269,1,1,2778269,A5-178 1 KAT TİCARİ OFİS (İPEK YOLU),A5-178 1 KAT TİCARİ OFİS (İPEK YOLU),1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02777703,2777703,1,1,2777703,A5-179 1 KAT TİCARİ OFİS (İPEK YOLU),A5-179 1 KAT TİCARİ OFİS (İPEK YOLU),1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02778337,2778337,1,1,2778337,A5-180 1 KAT TİCARİ OFİS ,A5-180 1 KAT TİCARİ OFİS,1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02778303,2778303,1,1,2778303,A5-181 1 KAT TİCARİ OFİS  (ALLZİN),A5-181 1 KAT TİCARİ OFİS  (ALLZİN),1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02777632,2777632,1,1,2777632,A5-182 1 KAT TİCARİ OFİS (KİN TURKEY),A5-182 1 KAT TİCARİ OFİS (KİN TURKEY),1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02778274,2778274,1,1,2778274,A5-183 1 KAT TİCARİ OFİS,A5-183 1 KAT TİCARİ OFİS,1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02777610,2777610,1,1,2777610,A5-184 1 KAT TİCARİ OFİS,A5-184 1 KAT TİCARİ OFİS,1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02777742,2777742,1,1,2777742,A5-185 1 KAT TİCARİ OFİS (HÜSEYİN ÖNDER ALDEMİR),A5-185 1 KAT TİCARİ OFİS (HÜSEYİN ÖNDER ALDEMİR),1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02777730,2777730,1,1,2777730,A5-186 1 KAT TİCARİ OFİS,A5-186 1 KAT TİCARİ OFİS,1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02777607,2777607,1,1,2777607,A5-187 1 KAT TİCARİ OFİS,A5-187 1 KAT TİCARİ OFİS,1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02777613,2777613,1,1,2777613,A5-188 1 KAT TİCARİ OFİS (CEREN SEYHAN),A5-188 1 KAT TİCARİ OFİS (CEREN SEYHAN),1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02777684,2777684,1,1,2777684,"A5-189 1 KAT TİCARİ OFİS (CİHANGİR SAĞ, TURZ)","A5-189 1 KAT TİCARİ OFİS (CİHANGİR SAĞ, TURZ)",1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02777529,2777529,1,1,2777529,A5-190 1 KAT TİCARİ OFİS,A5-190 1 KAT TİCARİ OFİS,1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,02778378,2778378,1,1,2778378,A5-191 1 KAT TİCARİ OFİS,"A5-191 1 KAT TİCARİ, HENÜZ BOŞ BULUNUYOR",1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,0
MATCHED_UPDATE,MSY300267469,MSY300267469,1,1,MSY300267469,ORTAK ALAN,ORTAK ALAN,1,1,1,1,False,Kat 1-A5 KAT1 ELEKTRİK ODASI,MA-RF-3486-700D,125
MATCHED_UPDATE,02778289,2778289,1,1,2778289,A1-364 TİCARİ 1 KAT  SÜPER MÜH.MEDİKAL,A1-364 TİCARİ 1 KAT  SÜPER MÜH.MEDİKAL,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02778182,2778182,1,1,2778182,A1-365 TİCARİ 1 KAT. SÜPER MÜH.MEDİKAL,A1-365 TİCARİ 1 KAT. SÜPER MÜH.MEDİKAL,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02778316,2778316,1,1,2778316,A1-366 TİCARİ 1 KAT. WE TRADE,A1-366 TİCARİ 1 KAT. WE TRADE,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02778239,2778239,1,1,2778239,A1-367 TİCARİ 1 KAT,A1-367 TİCARİ 1 KAT,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02778164,2778164,1,1,2778164,A1-368 TİCARİ 1 KAT (CLEAR SMİLE),A1-368 TİCARİ 1 KAT (CLEAR SMİLE),1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02778247,2778247,1,1,2778247,A1-369 TİCARİ 1 KAT,A1-369 TİCARİ 1 KAT,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
